key1,key2,value,label
neighbor1,sect1,0.8228346456692913,strongest
neighbor5,sect6,0.8205128205128205,strongest
neighbor1,sect6,0.8188976377952756,strongest
neighbor5,sect1,0.8131868131868132,strongest
neighbor3,sect6,0.7990726429675424,strongest
neighbor1,sect9,0.7952755905511811,strongest
neighbor3,sect1,0.7913446676970634,strongest
neighbor1,sect3,0.7913385826771654,strongest
neighbor3,sect9,0.7882534775888717,strongest
neighbor5,sect7,0.7875457875457875,strongest
neighbor5,sect3,0.7875457875457875,strongest
neighbor1,sect2,0.7834645669291338,strongest
neighbor1,sect10,0.7795275590551181,strong
neighbor4,sect6,0.7766497461928933,strong
neighbor3,sect4,0.7743431221020093,strong
neighbor5,sect4,0.7728937728937729,strong
neighbor1,sect5,0.7716535433070866,strong
neighbor3,sect3,0.7697063369397218,strong
neighbor5,sect8,0.7692307692307693,strong
neighbor2,sect1,0.7690217391304348,strong
neighbor1,sect4,0.7677165354330708,strong
neighbor5,sect10,0.7655677655677655,strong
neighbor3,sect7,0.7650695517774343,strong
neighbor3,sect8,0.7619783616692426,strong
neighbor5,sect9,0.7582417582417582,neutral
neighbor6,sect1,0.7553648068669527,neutral
neighbor5,sect2,0.7545787545787546,neutral
neighbor3,sect5,0.7542503863987635,neutral
neighbor2,sect3,0.7527173913043478,neutral
neighbor3,sect10,0.7527047913446677,neutral
neighbor1,sect7,0.7480314960629921,neutral
neighbor1,sect8,0.7480314960629921,neutral
neighbor2,sect6,0.7472826086956521,neutral
neighbor6,sect6,0.7467811158798283,neutral
neighbor3,sect2,0.7465224111282843,neutral
neighbor4,sect1,0.7461928934010151,neutral
neighbor4,sect10,0.7461928934010151,weak
neighbor5,sect5,0.7435897435897436,weak
neighbor4,sect3,0.7411167512690354,weak
neighbor2,sect9,0.7364130434782609,weak
neighbor2,sect2,0.7364130434782609,weak
neighbor2,sect4,0.7364130434782609,weak
neighbor4,sect4,0.7360406091370558,weak
neighbor6,sect2,0.7339055793991416,weak
neighbor6,sect4,0.7339055793991416,weak
neighbor6,sect9,0.7296137339055794,weak
neighbor4,sect9,0.7258883248730964,weak
neighbor6,sect10,0.7253218884120172,weak
neighbor4,sect8,0.715736040609137,weakest
neighbor4,sect2,0.715736040609137,weakest
neighbor2,sect10,0.7146739130434783,weakest
neighbor2,sect7,0.7119565217391304,weakest
neighbor4,sect5,0.7106598984771573,weakest
neighbor6,sect3,0.6995708154506438,weakest
neighbor4,sect7,0.6954314720812182,weakest
neighbor2,sect8,0.6875,weakest
neighbor2,sect5,0.6875,weakest
neighbor6,sect8,0.6824034334763949,weakest
neighbor6,sect5,0.6738197424892703,weakest
neighbor6,sect7,0.6738197424892703,weakest
